site,monte,council,date,in_out,shrub_tree,section,Erica scoparia,Daphne gnidium,Stauracanthus boivinii,Erica sp.,Calluna vulgaris,Erica australis,Cistus salvifolius ,Genista triacanthos ,Arbutus unedo,Lavandula stoechas,Phillyrea angustifolia,Genista tridens,Quercus suber,Thymus baeticus,Phillyrea latifolia,Teucrium fruticans ,Ruscus aculeatus,Ulex borgiae,Quercus canariensis,Pinus pinaster,Pistacia lentiscus ,Erica arborea,Cistus crispus,Smilax aspera,Phlomys purpurea,Quercus lusitanica,Olea europaea,Crataegus monogyna,Rubus ulmifolius ,Myrtus communis,Viburnum tinus,Adenocarpus telonensis,Calicotome villosa ,Genista tridentata,Dittrichia viscosa,Pyrus bourgaeana,Ilex aquifolium ,Halimium halimifolium,Dorycnium pentaphyllum,Ceratonia siliqua,Cistus albidus,Cistus populifolius,Quercus pyrenaica,Lithodora prostrata,Cytisus striatus,Rosa sempervirens,Asparagus aphyllus,Cistus ladanifer,Chamaerops humilis
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,outside,tree,1,,,,,,,,,,,,,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,outside,tree,1,,,,,,,,,,,,,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,outside,tree,1,,,,,,,,,,,,,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,outside,tree,1,,,,,,,,,,,,,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,outside,shrub,2,,,,,,1.3,1.2,,,20.6,,,,,,,,,,,17.5,,,,,,,,22.5,,,4.4,0.5,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,outside,shrub,2,,,,,,2.2,3,,,21,,,,,,,,,,,20,,,,,,,,23.7,,,5,1.2,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,outside,shrub,2,,,,,,7.6,5.1,,,,,,,,,,,,,,23.9,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,outside,shrub,2,,,,,,8,6,,,,,,,,,,,,,,25,,,,,,,,,,,,5,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,outside,shrub,2,,,,,,9,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,outside,shrub,2,,,,,,10,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,outside,shrub,2,,,,,,12.2,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,outside,shrub,2,,,,,,14.1,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,12.7,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,outside,shrub,2,,,,,,20,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,14.4,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,outside,shrub,2,,,,,,20.2,14,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,outside,shrub,2,,,,,,,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,21.5,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,outside,shrub,2,,,,,,,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,outside,shrub,2,,,,,,,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,outside,shrub,2,,,,,,,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,outside,tree,2,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,outside,tree,2,,,,,,,,,,,,,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,1,,,1.1,,,0.7,0,,,0,,,,,,9.2,,0,,,2.1,,,0.7,,,,,,,,,,0.4,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,1,,,2,,,1.7,0.4,,,0.9,,,,,,9.4,,0.1,,,4,,,1,,,,,,,,,,0.8,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,1,,,7.1,,,9.9,2.2,,,2.9,,,,,,13.9,,5.3,,,6.7,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,1,,,7.6,,,12.2,3.6,,,3.6,,,,,,14.4,,6.6,,,6.9,,,,,,,,,,,,,4.2,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,1,,,12.2,,,12.8,4.1,,,6.8,,,,,,16.7,,9.4,,,9.6,,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,1,,,12.9,,,14.1,5,,,6.9,,,,,,17,,9.7,,,10.4,,,,,,,,,,,,,5.3,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,1,,,16,,,16.9,9.4,,,9.3,,,,,,24.3,,20.2,,,24.5,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,1,,,16.9,,,17.7,10,,,9.6,,,,,,25,,20.7,,,24.8,,,,,,,,,,,,,7.8,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,1,,,18.4,,,19.1,15,,,,,,,,,,,23.8,,,,,,,,,,,,,,,,8.2,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,1,,,18.7,,,20.3,15.6,,,,,,,,,,,24.2,,,,,,,,,,,,,,,,9.3,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,1,,,23,,,20.7,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,1,,,23.6,,,23,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,1,,,,,,,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,1,,,,,,,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,tree,1,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,tree,1,,,,,,,,,,,,,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,2,,24.2,1.5,,,0,0.5,22.6,,6.2,,3.3,21.5,,1.8,9.7,,5,,,10.2,,,,,,,,,,,,18.9,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,2,,25,2,,,0.8,1.4,22.8,,6.7,,3.8,22,,2.7,10.5,,5.7,,,11,,,,,,,,,,,,19.7,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,2,,,13.5,,,2.1,4,,,12.8,,11.1,,,,22.1,,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,2,,,14.1,,,4.3,4.9,,,13.2,,12.1,,,,22.4,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,2,,,15.2,,,6.7,5.1,,,13.3,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,2,,,15.5,,,8.6,6.2,,,13.9,,,,,,,,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,2,,,16,,,17.6,6.6,,,14.7,,,,,,,,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,2,,,16.2,,,17.8,7.5,,,15,,,,,,,,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,2,,,16.8,,,18.7,11,,,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,2,,,17.1,,,19.3,12.1,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,2,,,17.6,,,21,14,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,2,,,18.3,,,21.5,15.4,,,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,2,,,19.7,,,,16,,,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,2,,,19.9,,,,16.8,,,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,2,,,23.7,,,,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,2,,,24.1,,,,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,2,,,,,,,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,2,,,,,,,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,2,,,,,,,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,2,,,,,,,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,2,,,,,,,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,2,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,2,,,,,,,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,2,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,2,,,,,,,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,shrub,2,,,,,,,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,tree,2,,,,,,,,,,,,,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,tree,2,,,,,,,,,,,,,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,tree,2,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogea_Luenga2,Monte_MogeaLuenga,Los Barrios,17/06/2015,inside,tree,2,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,shrub,1,,11,,,,3,,,,,,,,,4,,,2.65,,1.9,0.4,,,0.6,,,9.2,0.5,6.1,,,,12.4,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,shrub,1,,12,,,,4.2,,,,,,,,,4.1,,,3.1,,2.2,0.6,,,0.9,,,9.9,1.1,6.7,,,,12.6,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,shrub,1,,,,,,5.1,,,,,,,,,13.4,,,18.4,,,9.7,,,2.6,,,12.6,14.9,14.8,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,shrub,1,,,,,,5.7,,,,,,,,,13.7,,,19.6,,,10.5,,,3,,,12.7,15.5,15.3,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,shrub,1,,,,,,8.4,,,,,,,,,,,,20.8,,,16.5,,,3.9,,,,16.3,17.6,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,shrub,1,,,,,,8.7,,,,,,,,,,,,22.6,,,16.8,,,4.2,,,,16.9,18.5,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,shrub,1,,,,,,10.5,,,,,,,,,,,,23.7,,,,,,4.9,,,,22.5,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,shrub,1,,,,,,12,,,,,,,,,,,,24,,,,,,5.2,,,,23.5,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,shrub,1,,,,,,14.7,,,,,,,,,,,,,,,,,,6.1,,,,24,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,shrub,1,,,,,,17.4,,,,,,,,,,,,,,,,,,7.2,,,,25,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,shrub,1,,,,,,24,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,shrub,1,,,,,,25,,,,,,,,,,,,,,,,,,11.4,,,,,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,shrub,1,,,,,,,,,,,,,,,,,,,,,,,,12.7,,,,,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,shrub,1,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,shrub,1,,,,,,,,,,,,,,,,,,,,,,,,14.6,,,,,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,shrub,1,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,shrub,1,,,,,,,,,,,,,,,,,,,,,,,,17.8,,,,,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,shrub,1,,,,,,,,,,,,,,,,,,,,,,,,18.4,,,,,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,tree,1,,,,,,,,,7.5,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,tree,1,,,,,,,,,12.2,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,tree,1,,,,,,,,,,,,,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,tree,1,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,tree,1,,,,,,,,,,,,,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,tree,1,,,,,,,,,,,,,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,tree,1,,,,,,,,,,,,,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,tree,1,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,shrub,2,,,,,,0,13,4.5,,,,,2,,1.9,22.9,,0.7,,,17.7,,,,,,9.7,1.5,8.2,,,,3.7,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,shrub,2,,,,,,0.9,13.7,6.1,,,,,2.2,,2,23.5,,1,,,18,,,,,,10,3.5,8.8,,,,5.7,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,shrub,2,,,,,,7.9,16.6,,,,,,,,,24.2,,8,,,24,,,,,,,4.3,9.7,,,,7.1,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,shrub,2,,,,,,8.6,16.9,,,,,,,,,24.5,,8.5,,,24.1,,,,,,,4.7,9.8,,,,8,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,shrub,2,,,,,,14.1,19.3,,,,,,,,,,,10,,,,,,,,,,8.6,10.6,,,,15,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,shrub,2,,,,,,15,19.7,,,,,,,,,,,13,,,,,,,,,,9.5,11.1,,,,15.9,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,shrub,2,,,,,,19.8,,,,,,,,,,,,20.4,,,,,,,,,,,,,,,16.1,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,shrub,2,,,,,,21.2,,,,,,,,,,,,22.6,,,,,,,,,,,,,,,16.6,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,shrub,2,,,,,,,,,,,,,,,,,,23.6,,,,,,,,,,,,,,,17.4,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,shrub,2,,,,,,,,,,,,,,,,,,23.9,,,,,,,,,,,,,,,18.4,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,shrub,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,shrub,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,tree,2,,,,,,,,,16.9,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,outside,tree,2,,,,,,,,,21,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,inside,shrub,1,,,,,9.1,0.5,9.7,8,,,,,,,14,0,,1,,,13.8,,,19.1,,,19.3,,21.7,,,,9.5,,23,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,inside,shrub,1,,,,,10.9,1,9.8,8.3,,,,,,,14.3,0.9,,1.5,,,14.25,,,21.6,,,19.6,,22.9,,,,9.8,,25,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,inside,shrub,1,,,,,,2,,,,,,,,,,13.4,,4,,,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,inside,shrub,1,,,,,,4.4,,,,,,,,,,13.6,,4.9,,,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,inside,shrub,1,,,,,,4.7,,,,,,,,,,21.8,,7.1,,,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,inside,shrub,1,,,,,,6,,,,,,,,,,22.2,,7.4,,,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,inside,shrub,1,,,,,,7,,,,,,,,,,23.2,,8.1,,,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,inside,shrub,1,,,,,,7.3,,,,,,,,,,25,,8.7,,,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,inside,shrub,1,,,,,,10,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,inside,shrub,1,,,,,,10.8,,,,,,,,,,,,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,inside,shrub,1,,,,,,11.2,,,,,,,,,,,,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,inside,shrub,1,,,,,,12,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,inside,shrub,1,,,,,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,inside,shrub,1,,,,,,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,inside,shrub,1,,,,,,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,inside,shrub,1,,,,,,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,inside,tree,1,,,,,,,,,21.3,,,,0,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,inside,tree,1,,,,,,,,,23.1,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,22.2,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,inside,tree,1,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,23.8,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,inside,tree,1,,,,,,,,,,,,,9.8,,,,,,,,,,,,,,,,,,,,,,,24.2,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,inside,tree,1,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuevas_Hospital2,Monte_CuevasHospital,Los Barrios,17/06/2015,inside,tree,1,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
