site,town,lat,long,altitude,inside,shrub_height,species,acronym,shrub_tree,cover,presence,damage,palatability,resprouter,Herrera_type,Coca
Beatas1,Los_Barrios,36.31604,-5.55105,287,0,1.5,Cistus crispus,Cistcris,shrub,0,0,NA,5,0,1,1
Beatas1,Los_Barrios,36.31604,-5.55105,287,0,1.5,Cistus salvifolius,Cistsalv,shrub,0.7000000000000022,1,1,4,0,1,1
Beatas1,Los_Barrios,36.31604,-5.55105,287,0,1.5,Ilex aquifolium,Ilexaqui,tree,0,0,NA,1,NA,2,NA
Beatas1,Los_Barrios,36.31604,-5.55105,287,0,1.5,Daphne gnidium,Daphgnid,tree,0,0,NA,6,1,2,2
Beatas1,Los_Barrios,36.31604,-5.55105,287,0,1.5,Phillyrea angustifolia,Philangu,shrub,0,0,NA,2,NA,2,2
Beatas1,Los_Barrios,36.31604,-5.55105,287,0,1.5,Arbutus unedo,Arbuuned,tree,0,0,NA,5,1,2,2
Beatas1,Los_Barrios,36.31604,-5.55105,287,0,1.5,Erica scoparia,Ericscop,tree,0,0,NA,5,1,1,1
Beatas1,Los_Barrios,36.31604,-5.55105,287,0,1.5,Cistus ladanifer,Cistlada,tree,0,0,NA,NA,0,1,NA
Beatas1,Los_Barrios,36.31604,-5.55105,287,0,1.5,Cistus salvifolius,Cistsalv,tree,0,0,NA,4,0,1,1
Beatas1,Los_Barrios,36.31604,-5.55105,287,0,1.5,Daphne gnidium,Daphgnid,shrub,0.49999999999999867,1,0,6,1,2,2
Beatas1,Los_Barrios,36.31604,-5.55105,287,0,1.5,Calluna vulgaris,Callvulg,tree,0,0,NA,3,0,1,1
Beatas1,Los_Barrios,36.31604,-5.55105,287,0,1.5,Arbutus unedo,Arbuuned,shrub,0,0,NA,5,1,2,2
Beatas1,Los_Barrios,36.31604,-5.55105,287,0,1.5,Ulex borgiae,Ulexborg,tree,0,0,NA,3,1,1,intermedio
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Pyrus bourgaeana,Pyrubour,shrub,0,0,NA,4,NA,2,NA
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Olea europaea,Oleaeuro,shrub,1.2000000000000006,1,1,1,NA,2,2
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Rubus ulmifolius,Rubuulmi,tree,0,0,NA,2,NA,NA,intermedio
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Rubus ulmifolius,Rubuulmi,shrub,0,0,NA,2,NA,NA,intermedio
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Genista tridentata,Genitrid,shrub,0,0,NA,2,1,1,intermedio
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Genista tridentata,Genitrid,tree,0,0,NA,2,1,1,intermedio
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Teucrium fruticans,Teucfrut,shrub,1.4999999999999991,1,0,2,NA,1,1
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Quercus pyrenaica,Querpyre,tree,0,0,NA,3,1,2,2
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Erica scoparia,Ericscop,tree,0,0,NA,5,1,1,1
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Phlomys purpurea,Phlopurp,tree,0,0,NA,5,0,1,1
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Pistacia lentiscus,Pistlent,shrub,4.799999999999997,1,0,5,1,2,2
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Phlomys purpurea,Phlopurp,shrub,0,0,NA,5,0,1,1
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Cytisus striatus,Cytistri,shrub,0,0,NA,NA,NA,1,NA
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Phillyrea angustifolia,Philangu,shrub,0,0,NA,2,NA,2,2
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Lavandula stoechas,Lavastoe,tree,0,0,NA,5,0,1,1
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Olea europaea,Oleaeuro,tree,0,0,NA,1,NA,2,2
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Quercus pyrenaica,Querpyre,shrub,0,0,NA,3,1,2,2
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Cistus albidus,Cistalbi,shrub,0,0,NA,5,0,1,1
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Quercus lusitanica,Querlusi,shrub,0,0,NA,3,1,2,2
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Erica scoparia,Ericscop,shrub,13.399999999999999,1,0,5,1,1,1
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Calicotome villosa,Calivill,tree,0,0,NA,2,1,1,intermedio
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Genista triacanthos,Genitria,tree,0,0,NA,3,1,1,intermedio
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Dittrichia viscosa,Dittvisc,shrub,0,0,NA,NA,NA,NA,NA
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Quercus lusitanica,Querlusi,tree,0,0,NA,3,1,2,2
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Thymus baeticus,Thymbaet,tree,0,0,NA,NA,NA,1,NA
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Thymus baeticus,Thymbaet,shrub,0,0,NA,NA,NA,1,NA
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Daphne gnidium,Daphgnid,shrub,0,0,NA,6,1,2,2
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Teucrium fruticans,Teucfrut,tree,0,0,NA,2,NA,1,1
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Rosa sempervirens,Rosasemp,tree,0,0,NA,2,NA,NA,intermedio
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Ilex aquifolium,Ilexaqui,shrub,0,0,NA,1,NA,2,NA
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Quercus suber,Quersube,shrub,0.9000000000000004,1,0,3,1,2,2
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Ilex aquifolium,Ilexaqui,tree,0,0,NA,1,NA,2,NA
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Genista tridens,Genitrids,tree,0,0,NA,3,1,1,intermedio
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Pyrus bourgaeana,Pyrubour,tree,0,0,NA,4,NA,2,NA
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Calluna vulgaris,Callvulg,shrub,3.0999999999999996,1,0,3,0,1,1
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Pistacia lentiscus,Pistlent,tree,0,0,NA,5,1,2,2
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Phillyrea latifolia,Phillati,tree,0,0,NA,2,NA,2,2
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Dittrichia viscosa,Dittvisc,tree,0,0,NA,NA,NA,NA,NA
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Ulex borgiae,Ulexborg,tree,0,0,NA,3,1,1,intermedio
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Ulex borgiae,Ulexborg,shrub,0,0,NA,3,1,1,intermedio
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Myrtus communis,Myrtcomm,shrub,2.4499999999999997,1,1,2,NA,2,2
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Myrtus communis,Myrtcomm,tree,0,0,NA,2,NA,2,2
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Lavandula stoechas,Lavastoe,shrub,9.45,1,0,5,0,1,1
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Rosa sempervirens,Rosasemp,shrub,0,0,NA,2,NA,NA,intermedio
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Cistus crispus,Cistcris,shrub,0,0,NA,5,0,1,1
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Ceratonia siliqua,Cerasili,shrub,0,0,NA,2,NA,2,NA
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Ceratonia siliqua,Cerasili,tree,0,0,NA,2,NA,2,NA
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Quercus canariensis,Quercana,shrub,0,0,NA,3,1,2,2
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Erica australis,Ericaust,shrub,0,0,NA,5,1,1,NA
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Erica australis,Ericaust,tree,0,0,NA,5,1,1,NA
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Viburnum tinus,Vibutinu,tree,0,0,NA,2,1,2,2
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Phillyrea latifolia,Phillati,shrub,0,0,NA,2,NA,2,2
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Adenocarpus telonensis,Adentelo,tree,0,0,NA,2,NA,1,intermedio
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Adenocarpus telonensis,Adentelo,shrub,0,0,NA,2,NA,1,intermedio
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Stauracanthus boivinii,Stauboiv,tree,0,0,NA,2,1,1,intermedio
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Stauracanthus boivinii,Stauboiv,shrub,9.45,1,0,2,1,1,intermedio
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Lithodora prostrata,Lithpros,tree,0,0,NA,NA,NA,1,NA
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Cistus populifolius,Cistpopu,shrub,0,0,NA,4,0,1,1
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Quercus suber,Quersube,tree,18.8,1,NA,3,1,2,2
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Quercus canariensis,Quercana,tree,0,0,NA,3,1,2,2
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Genista tridens,Genitrids,shrub,0.4,1,0,3,1,1,intermedio
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Cistus crispus,Cistcris,tree,0,0,NA,5,0,1,1
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Pinus pinaster,Pinupina,shrub,0,0,NA,5,NA,NA,NA
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Pinus pinaster,Pinupina,tree,0,0,NA,5,NA,NA,NA
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Erica arborea,Ericarbo,tree,0,0,NA,5,1,1,1
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Crataegus monogyna,Cratmono,shrub,0,0,NA,3,1,2,intermedio
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,bare,Bare,shrub,9.05,1,NA,NA,NA,NA,NA
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Phillyrea angustifolia,Philangu,tree,0,0,NA,2,NA,2,2
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Lithodora prostrata,Lithpros,shrub,0.20000000000000107,1,0,NA,NA,1,NA
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Cistus albidus,Cistalbi,tree,0,0,NA,5,0,1,1
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Daphne gnidium,Daphgnid,tree,0,0,NA,6,1,2,2
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Halimium halimifolium,Halihali,shrub,0,0,NA,5,0,1,NA
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Halimium halimifolium,Halihali,tree,0,0,NA,5,0,1,NA
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,bare,Bare,tree,31.200000000000003,1,NA,NA,NA,NA,NA
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Cistus salvifolius,Cistsalv,tree,0,0,NA,4,0,1,1
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Genista triacanthos,Genitria,shrub,0,0,NA,3,1,1,intermedio
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Erica arborea,Ericarbo,shrub,0,0,NA,5,1,1,1
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Cytisus striatus,Cytistri,tree,0,0,NA,NA,NA,1,NA
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Calluna vulgaris,Callvulg,tree,0,0,NA,3,0,1,1
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Cistus salvifolius,Cistsalv,shrub,6.800000000000004,1,0,4,0,1,1
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Viburnum tinus,Vibutinu,shrub,0,0,NA,2,1,2,2
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Cistus ladanifer,Cistlada,shrub,4.100000000000001,1,0,NA,0,1,NA
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Arbutus unedo,Arbuuned,shrub,0,0,NA,5,1,2,2
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Cistus populifolius,Cistpopu,tree,0,0,NA,4,0,1,1
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Calicotome villosa,Calivill,shrub,0.10000000000000142,1,0,2,1,1,intermedio
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Cistus ladanifer,Cistlada,tree,0,0,NA,NA,0,1,NA
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Arbutus unedo,Arbuuned,tree,0,0,NA,5,1,2,2
Caheruelas4,Tarifa,36.10454,-5.59774,273,1,0.5,Crataegus monogyna,Cratmono,tree,0,0,NA,3,1,2,intermedio
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Ulex borgiae,Ulexborg,tree,0,0,NA,3,1,1,intermedio
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Lithodora prostrata,Lithpros,shrub,0,0,NA,NA,NA,1,NA
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Cistus albidus,Cistalbi,tree,0,0,NA,5,0,1,1
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Rosa sempervirens,Rosasemp,shrub,0,0,NA,2,NA,NA,intermedio
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Genista tridens,Genitrids,shrub,1.9999999999999993,1,2,3,1,1,intermedio
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Phillyrea latifolia,Phillati,tree,0,0,NA,2,NA,2,2
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Quercus canariensis,Quercana,shrub,0,0,NA,3,1,2,2
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Erica arborea,Ericarbo,shrub,0,0,NA,5,1,1,1
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Teucrium fruticans,Teucfrut,shrub,0.09999999999999964,1,1,2,NA,1,1
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Thymus baeticus,Thymbaet,shrub,0,0,NA,NA,NA,1,NA
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Phillyrea latifolia,Phillati,shrub,0,0,NA,2,NA,2,2
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Lavandula stoechas,Lavastoe,tree,0,0,NA,5,0,1,1
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Cistus albidus,Cistalbi,shrub,0,0,NA,5,0,1,1
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Quercus pyrenaica,Querpyre,shrub,0,0,NA,3,1,2,2
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Quercus lusitanica,Querlusi,shrub,0,0,NA,3,1,2,2
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Pyrus bourgaeana,Pyrubour,shrub,0,0,NA,4,NA,2,NA
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Pistacia lentiscus,Pistlent,tree,0,0,NA,5,1,2,2
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Erica arborea,Ericarbo,tree,0,0,NA,5,1,1,1
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Dittrichia viscosa,Dittvisc,tree,0,0,NA,NA,NA,NA,NA
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Dittrichia viscosa,Dittvisc,shrub,0,0,NA,NA,NA,NA,NA
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Thymus baeticus,Thymbaet,tree,0,0,NA,NA,NA,1,NA
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Olea europaea,Oleaeuro,shrub,0.20000000000000107,1,5,1,NA,2,2
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Rubus ulmifolius,Rubuulmi,shrub,0.5,1,0,2,NA,NA,intermedio
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Adenocarpus telonensis,Adentelo,shrub,0,0,NA,2,NA,1,intermedio
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Rosa sempervirens,Rosasemp,tree,0,0,NA,2,NA,NA,intermedio
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Quercus pyrenaica,Querpyre,tree,0,0,NA,3,1,2,2
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Genista tridentata,Genitrid,shrub,0,0,NA,2,1,1,intermedio
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Genista tridentata,Genitrid,tree,0,0,NA,2,1,1,intermedio
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Pyrus bourgaeana,Pyrubour,tree,0,0,NA,4,NA,2,NA
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Erica scoparia,Ericscop,shrub,10.75,1,5,5,1,1,1
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Phlomys purpurea,Phlopurp,shrub,0,0,NA,5,0,1,1
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Adenocarpus telonensis,Adentelo,tree,0,0,NA,2,NA,1,intermedio
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Viburnum tinus,Vibutinu,shrub,0,0,NA,2,1,2,2
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Viburnum tinus,Vibutinu,tree,0,0,NA,2,1,2,2
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Cytisus striatus,Cytistri,shrub,0,0,NA,NA,NA,1,NA
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Olea europaea,Oleaeuro,tree,0,0,NA,1,NA,2,2
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Rubus ulmifolius,Rubuulmi,tree,0,0,NA,2,NA,NA,intermedio
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Lavandula stoechas,Lavastoe,shrub,0.29999999999999893,1,2,5,0,1,1
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Ilex aquifolium,Ilexaqui,shrub,0,0,NA,1,NA,2,NA
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Cistus ladanifer,Cistlada,tree,0,0,NA,NA,0,1,NA
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Ceratonia siliqua,Cerasili,shrub,0,0,NA,2,NA,2,NA
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Genista tridens,Genitrids,tree,0,0,NA,3,1,1,intermedio
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Calicotome villosa,Calivill,tree,0,0,NA,2,1,1,intermedio
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Erica scoparia,Ericscop,tree,0,0,NA,5,1,1,1
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Phlomys purpurea,Phlopurp,tree,0,0,NA,5,0,1,1
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Pinus pinaster,Pinupina,shrub,0,0,NA,5,NA,NA,NA
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Arbutus unedo,Arbuuned,tree,0,0,NA,5,1,2,2
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Ulex borgiae,Ulexborg,shrub,0,0,NA,3,1,1,intermedio
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Phillyrea angustifolia,Philangu,shrub,0,0,NA,2,NA,2,2
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Myrtus communis,Myrtcomm,tree,0,0,NA,2,NA,2,2
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Cistus populifolius,Cistpopu,shrub,0,0,NA,4,0,1,1
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Lithodora prostrata,Lithpros,tree,0,0,NA,NA,NA,1,NA
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Quercus suber,Quersube,shrub,0,0,NA,3,1,2,2
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Quercus lusitanica,Querlusi,tree,0,0,NA,3,1,2,2
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Halimium halimifolium,Halihali,tree,0,0,NA,5,0,1,NA
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Quercus canariensis,Quercana,tree,0,0,NA,3,1,2,2
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Genista triacanthos,Genitria,shrub,0,0,NA,3,1,1,intermedio
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Erica australis,Ericaust,tree,0,0,NA,5,1,1,NA
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Pinus pinaster,Pinupina,tree,0,0,NA,5,NA,NA,NA
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Calicotome villosa,Calivill,shrub,1.3999999999999995,1,2,2,1,1,intermedio
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Arbutus unedo,Arbuuned,shrub,0,0,NA,5,1,2,2
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Daphne gnidium,Daphgnid,shrub,0,0,NA,6,1,2,2
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Teucrium fruticans,Teucfrut,tree,0,0,NA,2,NA,1,1
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Stauracanthus boivinii,Stauboiv,shrub,0.2999999999999976,1,2,2,1,1,intermedio
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Cistus salvifolius,Cistsalv,tree,0,0,NA,4,0,1,1
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Cistus ladanifer,Cistlada,shrub,0,0,NA,NA,0,1,NA
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Ilex aquifolium,Ilexaqui,tree,0,0,NA,1,NA,2,NA
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Cistus crispus,Cistcris,tree,0,0,NA,5,0,1,1
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Ceratonia siliqua,Cerasili,tree,0,0,NA,2,NA,2,NA
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Calluna vulgaris,Callvulg,shrub,0.20000000000000107,1,0,3,0,1,1
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Pistacia lentiscus,Pistlent,shrub,3.5999999999999996,1,1,5,1,2,2
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Genista triacanthos,Genitria,tree,0,0,NA,3,1,1,intermedio
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Stauracanthus boivinii,Stauboiv,tree,0,0,NA,2,1,1,intermedio
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,bare,Bare,tree,25.5,1,NA,NA,NA,NA,NA
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,bare,Bare,shrub,28.450000000000003,1,NA,NA,NA,NA,NA
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Myrtus communis,Myrtcomm,shrub,0,0,NA,2,NA,2,2
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Quercus suber,Quersube,tree,24.5,1,NA,3,1,2,2
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Cytisus striatus,Cytistri,tree,0,0,NA,NA,NA,1,NA
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Crataegus monogyna,Cratmono,shrub,0,0,NA,3,1,2,intermedio
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Cistus crispus,Cistcris,shrub,0,0,NA,5,0,1,1
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Crataegus monogyna,Cratmono,tree,0,0,NA,3,1,2,intermedio
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Cistus salvifolius,Cistsalv,shrub,3.1,1,0,4,0,1,1
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Calluna vulgaris,Callvulg,tree,0,0,NA,3,0,1,1
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Erica australis,Ericaust,shrub,0,0,NA,5,1,1,NA
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Phillyrea angustifolia,Philangu,tree,0,0,NA,2,NA,2,2
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Cistus populifolius,Cistpopu,tree,0,0,NA,4,0,1,1
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Daphne gnidium,Daphgnid,tree,0,0,NA,6,1,2,2
Caheruelas4,Tarifa,36.10456,-5.59787,274,0,0.5,Halimium halimifolium,Halihali,shrub,0,0,NA,5,0,1,NA
Caheruelas5,Tarifa,36.0988,-5.58202,282,1,1,Phlomys purpurea,Phlopurp,shrub,4.399999999999997,1,2,5,0,1,1
Caheruelas5,Tarifa,36.0988,-5.58202,282,1,1,Phlomys purpurea,Phlopurp,tree,0,0,NA,5,0,1,1
Caheruelas5,Tarifa,36.0988,-5.58202,282,1,1,Pyrus bourgaeana,Pyrubour,shrub,0,0,NA,4,NA,2,NA
Caheruelas5,Tarifa,36.0988,-5.58202,282,1,1,Thymus baeticus,Thymbaet,tree,0,0,NA,NA,NA,1,NA
Caheruelas5,Tarifa,36.0988,-5.58202,282,1,1,Ulex borgiae,Ulexborg,shrub,0,0,NA,3,1,1,intermedio
Caheruelas5,Tarifa,36.0988,-5.58202,282,1,1,Pistacia lentiscus,Pistlent,shrub,6.100000000000001,1,2,5,1,2,2
Caheruelas5,Tarifa,36.0988,-5.58202,282,1,1,Rubus ulmifolius,Rubuulmi,shrub,0,0,NA,2,NA,NA,intermedio
Caheruelas5,Tarifa,36.0988,-5.58202,282,1,1,Quercus lusitanica,Querlusi,tree,0,0,NA,3,1,2,2
Caheruelas5,Tarifa,36.0988,-5.58202,282,1,1,Quercus canariensis,Quercana,shrub,0,0,NA,3,1,2,2
Caheruelas5,Tarifa,36.0988,-5.58202,282,1,1,Erica arborea,Ericarbo,shrub,0,0,NA,5,1,1,1
Caheruelas5,Tarifa,36.0988,-5.58202,282,1,1,Genista tridentata,Genitrid,shrub,0,0,NA,2,1,1,intermedio
