species,site,shrub_tree,in_out,cover,presence
Cistus albidus,Barrancones,tree,inside,0,0
Cistus albidus,Barrancones,shrub,outside,0,0
Cistus albidus,Barrancones,tree,outside,0,0
Cistus albidus,Beatas1,shrub,inside,0,0
Cistus albidus,Beatas1,tree,inside,0,0
Cistus albidus,Beatas1,shrub,outside,0,0
Cistus albidus,Beatas1,tree,outside,0,0
Cistus albidus,Caheruelas4,shrub,inside,0,0
Cistus albidus,Caheruelas4,tree,inside,0,0
Cistus albidus,Caheruelas4,shrub,outside,0,0
Cistus albidus,Caheruelas4,tree,outside,0,0
Cistus albidus,Caheruelas5,shrub,inside,0,0
Cistus albidus,Caheruelas5,tree,inside,0,0
Cistus albidus,Caheruelas5,shrub,outside,0,0
Cistus albidus,Caheruelas5,tree,outside,0,0
Cistus albidus,Cucarretes1,shrub,inside,0,0
Cistus albidus,Cucarretes1,tree,inside,0,0
Cistus albidus,Cucarretes1,shrub,outside,0,0
Cistus albidus,Cucarretes1,tree,outside,0,0
Cistus albidus,Cucarretes2,shrub,inside,0,0
Cistus albidus,Cucarretes2,tree,inside,0,0
Cistus albidus,Cucarretes2,shrub,outside,0,0
Cistus albidus,Cucarretes2,tree,outside,0,0
Cistus albidus,Cuevas_Hospital2,shrub,inside,0,0
Cistus albidus,Cuevas_Hospital2,tree,inside,0,0
Cistus albidus,Cuevas_Hospital2,shrub,outside,0,0
Cistus albidus,Cuevas_Hospital2,tree,outside,0,0
Cistus albidus,Faldas_Rubio1,shrub,inside,0,0
Cistus albidus,Faldas_Rubio1,tree,inside,0,0
Cistus albidus,Faldas_Rubio1,shrub,outside,0,0
Cistus albidus,Faldas_Rubio1,tree,outside,0,0
Cistus albidus,Faldas_Rubio2,shrub,inside,0,0
Cistus albidus,Faldas_Rubio2,tree,inside,0,0
Cistus albidus,Faldas_Rubio2,shrub,outside,0,0
Cistus albidus,Faldas_Rubio2,tree,outside,0,0
Cistus albidus,Garganta_Honda,shrub,inside,0,0
Cistus albidus,Garganta_Honda,tree,inside,0,0
Cistus albidus,Garganta_Honda,shrub,outside,0,0
Cistus albidus,Garganta_Honda,tree,outside,0,0
Cistus albidus,Gavilanes,shrub,inside,0,0
Cistus albidus,Gavilanes,tree,inside,0,0
Cistus albidus,Gavilanes,shrub,outside,0,0
Cistus albidus,Gavilanes,tree,outside,0,0
Cistus albidus,Hernan_Martin,shrub,inside,0,0
Cistus albidus,Hernan_Martin,tree,inside,0,0
Cistus albidus,Hernan_Martin,shrub,outside,0,0
Cistus albidus,Hernan_Martin,tree,outside,0,0
Cistus albidus,Laguna_Picacho,shrub,inside,2.8000000000000043,1
Cistus albidus,Laguna_Picacho,tree,inside,0,0
Cistus albidus,Laguna_Picacho,shrub,outside,0,0
Cistus albidus,Laguna_Picacho,tree,outside,0,0
Cistus albidus,Las_Naranjas,shrub,inside,0,0
Cistus albidus,Las_Naranjas,tree,inside,0,0
Cistus albidus,Las_Naranjas,shrub,outside,0,0
Cistus albidus,Las_Naranjas,tree,outside,0,0
Cistus albidus,Laurel,shrub,inside,0,0
Cistus albidus,Laurel,tree,inside,0,0
Cistus albidus,Laurel,shrub,outside,0,0
Cistus albidus,Laurel,tree,outside,0,0
Cistus albidus,Mogea_Luenga2,shrub,inside,0,0
Cistus albidus,Mogea_Luenga2,tree,inside,0,0
Cistus albidus,Mogea_Luenga2,shrub,outside,0,0
Cistus albidus,Mogea_Luenga2,tree,outside,0,0
Cistus albidus,Palancar,shrub,inside,0,0
Cistus albidus,Palancar,tree,inside,0,0
Cistus albidus,Palancar,shrub,outside,0,0
Cistus albidus,Palancar,tree,outside,0,0
Cistus albidus,Puertollano,shrub,inside,0,0
Cistus albidus,Puertollano,tree,inside,0,0
Cistus albidus,Puertollano,shrub,outside,0,0
Cistus albidus,Puertollano,tree,outside,0,0
Cistus albidus,Teja1,shrub,inside,0,0
Cistus albidus,Teja1,tree,inside,0,0
Cistus albidus,Teja1,shrub,outside,0,0
Cistus albidus,Teja1,tree,outside,0,0
Cistus crispus,Aljibe,shrub,inside,0,0
Cistus crispus,Aljibe,tree,inside,0,0
Cistus crispus,Aljibe,shrub,outside,0,0
Cistus crispus,Aljibe,tree,outside,0,0
Cistus crispus,Barrancones,shrub,inside,0,0
Cistus crispus,Barrancones,tree,inside,0,0
Cistus crispus,Barrancones,shrub,outside,0,0
Cistus crispus,Barrancones,tree,outside,0,0
Cistus crispus,Beatas1,shrub,inside,0,0
Cistus crispus,Beatas1,tree,inside,0,0
Cistus crispus,Beatas1,shrub,outside,0,0
Cistus crispus,Beatas1,tree,outside,0,0
Cistus crispus,Caheruelas4,shrub,inside,0,0
Cistus crispus,Caheruelas4,tree,inside,0,0
Cistus crispus,Caheruelas4,shrub,outside,0,0
Cistus crispus,Caheruelas4,tree,outside,0,0
Cistus crispus,Caheruelas5,shrub,inside,0,0
Cistus crispus,Caheruelas5,tree,inside,0,0
Cistus crispus,Caheruelas5,shrub,outside,0,0
Cistus crispus,Caheruelas5,tree,outside,0,0
Cistus crispus,Cucarretes1,shrub,inside,0,0
Cistus crispus,Cucarretes1,tree,inside,0,0
Cistus crispus,Cucarretes1,shrub,outside,0,0
Cistus crispus,Cucarretes1,tree,outside,0,0
Cistus crispus,Cucarretes2,shrub,inside,0,0
Cistus crispus,Cucarretes2,tree,inside,0,0
Cistus crispus,Cucarretes2,shrub,outside,0,0
Cistus crispus,Cucarretes2,tree,outside,0,0
Cistus crispus,Cuevas_Hospital2,shrub,inside,0,0
Cistus crispus,Cuevas_Hospital2,tree,inside,0,0
Cistus crispus,Cuevas_Hospital2,shrub,outside,0,0
Cistus crispus,Cuevas_Hospital2,tree,outside,0,0
Cistus crispus,Faldas_Rubio1,shrub,inside,0,0
Cistus crispus,Faldas_Rubio1,tree,inside,0,0
Cistus crispus,Faldas_Rubio1,shrub,outside,0,0
Cistus crispus,Faldas_Rubio1,tree,outside,0,0
Cistus crispus,Faldas_Rubio2,shrub,inside,0.5,1
Cistus crispus,Faldas_Rubio2,tree,inside,0,0
Cistus crispus,Faldas_Rubio2,shrub,outside,0,0
Cistus crispus,Faldas_Rubio2,tree,outside,0,0
Cistus crispus,Garganta_Honda,shrub,inside,0,0
Cistus crispus,Garganta_Honda,tree,inside,0,0
Cistus crispus,Garganta_Honda,shrub,outside,0,0
Cistus crispus,Garganta_Honda,tree,outside,0,0
Cistus crispus,Gavilanes,shrub,inside,0,0
Cistus crispus,Gavilanes,tree,inside,0,0
Cistus crispus,Gavilanes,shrub,outside,0,0
Cistus crispus,Gavilanes,tree,outside,0,0
Cistus crispus,Hernan_Martin,shrub,inside,0,0
Cistus crispus,Hernan_Martin,tree,inside,0,0
Cistus crispus,Hernan_Martin,shrub,outside,0.5500000000000007,1
Cistus crispus,Hernan_Martin,tree,outside,0,0
Cistus crispus,Laguna_Picacho,shrub,inside,0,0
Cistus crispus,Laguna_Picacho,tree,inside,0,0
Cistus crispus,Laguna_Picacho,shrub,outside,2.7499999999999996,1
Cistus crispus,Laguna_Picacho,tree,outside,0,0
Cistus crispus,Las_Naranjas,shrub,inside,0,0
Cistus crispus,Las_Naranjas,tree,inside,0,0
Cistus crispus,Las_Naranjas,shrub,outside,0,0
Cistus crispus,Las_Naranjas,tree,outside,0,0
Cistus crispus,Laurel,shrub,inside,0,0
Cistus crispus,Laurel,tree,inside,0,0
Cistus crispus,Laurel,shrub,outside,0,0
Cistus crispus,Laurel,tree,outside,0,0
Cistus crispus,Mogea_Luenga2,shrub,inside,0,0
Cistus crispus,Mogea_Luenga2,tree,inside,0,0
Cistus crispus,Mogea_Luenga2,shrub,outside,0,0
Cistus crispus,Mogea_Luenga2,tree,outside,0,0
Cistus crispus,Palancar,shrub,inside,0,0
Cistus crispus,Palancar,tree,inside,0,0
Cistus crispus,Palancar,shrub,outside,0,0
Cistus crispus,Palancar,tree,outside,0,0
Cistus crispus,Puertollano,shrub,inside,0,0
Cistus crispus,Puertollano,tree,inside,0,0
Cistus crispus,Puertollano,shrub,outside,0,0
Cistus crispus,Puertollano,tree,outside,0,0
Cistus crispus,Teja1,shrub,inside,0.5,1
Cistus crispus,Teja1,tree,inside,0,0
Cistus crispus,Teja1,shrub,outside,0,0
Cistus crispus,Teja1,tree,outside,0,0
Cistus ladanifer,Aljibe,shrub,inside,0,0
Cistus ladanifer,Aljibe,tree,inside,0,0
Cistus ladanifer,Aljibe,shrub,outside,0,0
Cistus ladanifer,Aljibe,tree,outside,0,0
Cistus ladanifer,Barrancones,shrub,inside,0,0
Cistus ladanifer,Barrancones,tree,inside,0,0
Cistus ladanifer,Barrancones,shrub,outside,0,0
Cistus ladanifer,Barrancones,tree,outside,0,0
Cistus ladanifer,Beatas1,shrub,inside,0,0
Cistus ladanifer,Beatas1,tree,inside,0,0
Cistus ladanifer,Beatas1,shrub,outside,0,0
Cistus ladanifer,Beatas1,tree,outside,0,0
Cistus ladanifer,Caheruelas4,shrub,inside,4.100000000000001,1
Cistus ladanifer,Caheruelas4,tree,inside,0,0
Cistus ladanifer,Caheruelas4,shrub,outside,0,0
Cistus ladanifer,Caheruelas4,tree,outside,0,0
Cistus ladanifer,Caheruelas5,shrub,inside,1.7500000000000013,1
Cistus ladanifer,Caheruelas5,tree,inside,0,0
Cistus ladanifer,Caheruelas5,shrub,outside,0.20000000000000107,1
Cistus ladanifer,Caheruelas5,tree,outside,0,0
Cistus ladanifer,Cucarretes1,shrub,inside,0,0
Cistus ladanifer,Cucarretes1,tree,inside,0,0
Cistus ladanifer,Cucarretes1,shrub,outside,0,0
Cistus ladanifer,Cucarretes1,tree,outside,0,0
Cistus ladanifer,Cucarretes2,shrub,inside,0,0
Cistus ladanifer,Cucarretes2,tree,inside,0,0
Cistus ladanifer,Cucarretes2,shrub,outside,0,0
Cistus ladanifer,Cucarretes2,tree,outside,0,0
Cistus ladanifer,Cuevas_Hospital2,shrub,inside,0,0
Cistus ladanifer,Cuevas_Hospital2,tree,inside,0,0
Cistus ladanifer,Cuevas_Hospital2,shrub,outside,0,0
Cistus ladanifer,Cuevas_Hospital2,tree,outside,0,0
Cistus ladanifer,Faldas_Rubio1,shrub,inside,0,0
Cistus ladanifer,Faldas_Rubio1,tree,inside,0,0
Cistus ladanifer,Faldas_Rubio1,shrub,outside,0,0
Cistus ladanifer,Faldas_Rubio1,tree,outside,0,0
Cistus ladanifer,Faldas_Rubio2,shrub,inside,0,0
Cistus ladanifer,Faldas_Rubio2,tree,inside,0,0
Cistus ladanifer,Faldas_Rubio2,shrub,outside,0,0
Cistus ladanifer,Faldas_Rubio2,tree,outside,0,0
Cistus ladanifer,Garganta_Honda,shrub,inside,0,0
Cistus ladanifer,Garganta_Honda,tree,inside,0,0
Cistus ladanifer,Garganta_Honda,shrub,outside,0,0
Cistus ladanifer,Garganta_Honda,tree,outside,0,0
Cistus ladanifer,Gavilanes,shrub,inside,0,0
Cistus ladanifer,Gavilanes,tree,inside,0,0
Cistus ladanifer,Gavilanes,shrub,outside,0,0
Cistus ladanifer,Gavilanes,tree,outside,0,0
Cistus ladanifer,Hernan_Martin,shrub,inside,0,0
Cistus ladanifer,Hernan_Martin,tree,inside,0,0
Cistus ladanifer,Hernan_Martin,shrub,outside,0,0
Cistus ladanifer,Hernan_Martin,tree,outside,0,0
Cistus ladanifer,Laguna_Picacho,shrub,inside,0,0
Cistus ladanifer,Laguna_Picacho,tree,inside,0,0
Cistus ladanifer,Laguna_Picacho,shrub,outside,0,0
Cistus ladanifer,Laguna_Picacho,tree,outside,0,0
Cistus ladanifer,Las_Naranjas,shrub,inside,0,0
Cistus ladanifer,Las_Naranjas,tree,inside,0,0
Cistus ladanifer,Las_Naranjas,shrub,outside,0,0
Cistus ladanifer,Las_Naranjas,tree,outside,0,0
Cistus ladanifer,Laurel,shrub,inside,0,0
Cistus ladanifer,Laurel,tree,inside,0,0
Cistus ladanifer,Laurel,shrub,outside,0,0
Cistus ladanifer,Laurel,tree,outside,0,0
Cistus ladanifer,Mogea_Luenga2,shrub,inside,0,0
Cistus ladanifer,Mogea_Luenga2,tree,inside,0,0
Cistus ladanifer,Mogea_Luenga2,shrub,outside,0,0
Cistus ladanifer,Mogea_Luenga2,tree,outside,0,0
Cistus ladanifer,Palancar,shrub,inside,0,0
Cistus ladanifer,Palancar,tree,inside,0,0
Cistus ladanifer,Palancar,shrub,outside,0,0
Cistus ladanifer,Palancar,tree,outside,0,0
Cistus ladanifer,Puertollano,shrub,inside,0,0
Cistus ladanifer,Puertollano,tree,inside,0,0
Cistus ladanifer,Puertollano,shrub,outside,0,0
Cistus ladanifer,Puertollano,tree,outside,0,0
Cistus ladanifer,Teja1,shrub,inside,0,0
Cistus ladanifer,Teja1,tree,inside,0,0
Cistus ladanifer,Teja1,shrub,outside,0,0
Cistus ladanifer,Teja1,tree,outside,0,0
Cistus populifolius,Aljibe,shrub,inside,17.75,1
Cistus populifolius,Aljibe,tree,inside,0,0
Cistus populifolius,Aljibe,shrub,outside,11.349999999999998,1
Cistus populifolius,Aljibe,tree,outside,0,0
Cistus populifolius,Barrancones,shrub,inside,0,0
Cistus populifolius,Barrancones,tree,inside,0,0
Cistus populifolius,Barrancones,shrub,outside,0,0
Cistus populifolius,Barrancones,tree,outside,0,0
Cistus populifolius,Beatas1,shrub,inside,0,0
Cistus populifolius,Beatas1,tree,inside,0,0
Cistus populifolius,Beatas1,shrub,outside,0,0
Cistus populifolius,Beatas1,tree,outside,0,0
Cistus populifolius,Caheruelas4,shrub,inside,0,0
Cistus populifolius,Caheruelas4,tree,inside,0,0
Cistus populifolius,Caheruelas4,shrub,outside,0,0
Cistus populifolius,Caheruelas4,tree,outside,0,0
Cistus populifolius,Caheruelas5,shrub,inside,0,0
Cistus populifolius,Caheruelas5,tree,inside,0,0
Cistus populifolius,Caheruelas5,shrub,outside,0,0
Cistus populifolius,Caheruelas5,tree,outside,0,0
Cistus populifolius,Cucarretes1,shrub,inside,0,0
Cistus populifolius,Cucarretes1,tree,inside,0,0
Cistus populifolius,Cucarretes1,shrub,outside,0,0
Cistus populifolius,Cucarretes1,tree,outside,0,0
Cistus populifolius,Cucarretes2,shrub,inside,0,0
Cistus populifolius,Cucarretes2,tree,inside,0,0
Cistus populifolius,Cucarretes2,shrub,outside,0,0
Cistus populifolius,Cucarretes2,tree,outside,0,0
Cistus populifolius,Cuevas_Hospital2,shrub,inside,0,0
Cistus populifolius,Cuevas_Hospital2,tree,inside,0,0
Cistus populifolius,Cuevas_Hospital2,shrub,outside,0,0
Cistus populifolius,Cuevas_Hospital2,tree,outside,0,0
Cistus populifolius,Faldas_Rubio1,shrub,inside,0,0
Cistus populifolius,Faldas_Rubio1,tree,inside,0,0
Cistus populifolius,Faldas_Rubio1,shrub,outside,0,0
Cistus populifolius,Faldas_Rubio1,tree,outside,0,0
Cistus populifolius,Faldas_Rubio2,shrub,inside,0,0
Cistus populifolius,Faldas_Rubio2,tree,inside,0,0
Cistus populifolius,Faldas_Rubio2,shrub,outside,0,0
Cistus populifolius,Faldas_Rubio2,tree,outside,0,0
Cistus populifolius,Garganta_Honda,shrub,inside,0,0
Cistus populifolius,Garganta_Honda,tree,inside,0,0
Cistus populifolius,Garganta_Honda,shrub,outside,0,0
Cistus populifolius,Garganta_Honda,tree,outside,0,0
Cistus populifolius,Gavilanes,shrub,inside,0,0
Cistus populifolius,Gavilanes,tree,inside,0,0
Cistus populifolius,Gavilanes,shrub,outside,0,0
Cistus populifolius,Gavilanes,tree,outside,0,0
Cistus populifolius,Hernan_Martin,shrub,inside,0,0
Cistus populifolius,Hernan_Martin,tree,inside,0,0
Cistus populifolius,Hernan_Martin,shrub,outside,0,0
Cistus populifolius,Hernan_Martin,tree,outside,0,0
Cistus populifolius,Laguna_Picacho,shrub,inside,0,0
Cistus populifolius,Laguna_Picacho,tree,inside,0,0
Cistus populifolius,Laguna_Picacho,shrub,outside,0,0
Cistus populifolius,Laguna_Picacho,tree,outside,0,0
Cistus populifolius,Las_Naranjas,shrub,inside,0,0
Cistus populifolius,Las_Naranjas,tree,inside,0,0
Cistus populifolius,Las_Naranjas,shrub,outside,0,0
Cistus populifolius,Las_Naranjas,tree,outside,0,0
Cistus populifolius,Laurel,shrub,inside,0,0
Cistus populifolius,Laurel,tree,inside,0,0
Cistus populifolius,Laurel,shrub,outside,0,0
Cistus populifolius,Laurel,tree,outside,0,0
Cistus populifolius,Mogea_Luenga2,shrub,inside,0,0
Cistus populifolius,Mogea_Luenga2,tree,inside,0,0
Cistus populifolius,Mogea_Luenga2,shrub,outside,0,0
Cistus populifolius,Mogea_Luenga2,tree,outside,0,0
Cistus populifolius,Palancar,shrub,inside,0,0
Cistus populifolius,Palancar,tree,inside,0,0
Cistus populifolius,Palancar,shrub,outside,0,0
Cistus populifolius,Palancar,tree,outside,0,0
Cistus populifolius,Puertollano,shrub,inside,0,0
Cistus populifolius,Puertollano,tree,inside,0,0
Cistus populifolius,Puertollano,shrub,outside,0,0
Cistus populifolius,Puertollano,tree,outside,0,0
Cistus populifolius,Teja1,shrub,inside,0,0
Cistus populifolius,Teja1,tree,inside,0,0
Cistus populifolius,Teja1,shrub,outside,0,0
Cistus populifolius,Teja1,tree,outside,0,0
Cistus salvifolius,Aljibe,shrub,inside,0,0
Cistus salvifolius,Aljibe,tree,inside,0,0
Cistus salvifolius,Aljibe,shrub,outside,0,0
Cistus salvifolius,Aljibe,tree,outside,0,0
Cistus salvifolius,Barrancones,shrub,inside,0,0
Cistus salvifolius,Barrancones,tree,inside,0,0
Cistus salvifolius,Barrancones,shrub,outside,0,0
Cistus salvifolius,Barrancones,tree,outside,0,0
Cistus salvifolius,Beatas1,shrub,inside,8.399999999999993,1
Cistus salvifolius,Beatas1,tree,inside,0,0
Cistus salvifolius,Beatas1,shrub,outside,0.7000000000000022,1
Cistus salvifolius,Beatas1,tree,outside,0,0
Cistus salvifolius,Caheruelas4,shrub,inside,6.800000000000004,1
Cistus salvifolius,Caheruelas4,tree,inside,0,0
Cistus salvifolius,Caheruelas4,shrub,outside,3.1,1
Cistus salvifolius,Caheruelas4,tree,outside,0,0
Cistus salvifolius,Caheruelas5,shrub,inside,6.099999999999996,1
Cistus salvifolius,Caheruelas5,tree,inside,0,0
Cistus salvifolius,Caheruelas5,shrub,outside,2.1800000000000015,1
Cistus salvifolius,Caheruelas5,tree,outside,0,0
Cistus salvifolius,Cucarretes1,shrub,inside,1.5999999999999994,1
Cistus salvifolius,Cucarretes1,tree,inside,0,0
Cistus salvifolius,Cucarretes1,shrub,outside,4.399999999999999,1
Cistus salvifolius,Cucarretes1,tree,outside,0,0
Cistus salvifolius,Cucarretes2,shrub,inside,1.4500000000000002,1
Cistus salvifolius,Cucarretes2,tree,inside,0,0
Cistus salvifolius,Cucarretes2,shrub,outside,4.149999999999992,1
Cistus salvifolius,Cucarretes2,tree,outside,0,0
Cistus salvifolius,Cuevas_Hospital2,shrub,inside,0.10000000000000142,1
Cistus salvifolius,Cuevas_Hospital2,tree,inside,0,0
Cistus salvifolius,Cuevas_Hospital2,shrub,outside,1.399999999999995,1
Cistus salvifolius,Cuevas_Hospital2,tree,outside,0,0
Cistus salvifolius,Faldas_Rubio1,shrub,inside,2.8000000000000016,1
Cistus salvifolius,Faldas_Rubio1,tree,inside,0,0
Cistus salvifolius,Faldas_Rubio1,shrub,outside,0.1999999999999993,1
Cistus salvifolius,Faldas_Rubio1,tree,outside,0,0
Cistus salvifolius,Faldas_Rubio2,shrub,inside,8.100000000000009,1
Cistus salvifolius,Faldas_Rubio2,tree,inside,0,0
Cistus salvifolius,Faldas_Rubio2,shrub,outside,7.700000000000005,1
Cistus salvifolius,Faldas_Rubio2,tree,outside,0,0
Cistus salvifolius,Garganta_Honda,shrub,inside,1.7999999999999963,1
Cistus salvifolius,Garganta_Honda,tree,inside,0,0
Cistus salvifolius,Garganta_Honda,shrub,outside,5.3000000000000025,1
Cistus salvifolius,Garganta_Honda,tree,outside,0,0
Cistus salvifolius,Gavilanes,shrub,inside,5.600000000000005,1
Cistus salvifolius,Gavilanes,tree,inside,0,0
Cistus salvifolius,Gavilanes,shrub,outside,6.549999999999988,1
Cistus salvifolius,Gavilanes,tree,outside,0,0
Cistus salvifolius,Hernan_Martin,shrub,inside,6.700000000000004,1
Cistus salvifolius,Hernan_Martin,tree,inside,0,0
Cistus salvifolius,Hernan_Martin,shrub,outside,2.400000000000003,1
Cistus salvifolius,Hernan_Martin,tree,outside,0,0
Cistus salvifolius,Laguna_Picacho,shrub,inside,7.349999999999995,1
Cistus salvifolius,Laguna_Picacho,tree,inside,0,0
Cistus salvifolius,Laguna_Picacho,shrub,outside,0.9499999999999984,1
Cistus salvifolius,Laguna_Picacho,tree,outside,0,0
Cistus salvifolius,Las_Naranjas,shrub,inside,3.7000000000000046,1
Cistus salvifolius,Las_Naranjas,tree,inside,0,0
Cistus salvifolius,Las_Naranjas,shrub,outside,15.549999999999997,1
Cistus salvifolius,Las_Naranjas,tree,outside,0,0
Cistus salvifolius,Laurel,shrub,inside,4.149999999999998,1
Cistus salvifolius,Laurel,tree,inside,0,0
Cistus salvifolius,Laurel,shrub,outside,2.5500000000000007,1
Cistus salvifolius,Laurel,tree,outside,0,0
Cistus salvifolius,Mogea_Luenga2,shrub,inside,18.099999999999994,1
Cistus salvifolius,Mogea_Luenga2,tree,inside,0,0
Cistus salvifolius,Mogea_Luenga2,shrub,outside,12.900000000000002,1
Cistus salvifolius,Mogea_Luenga2,tree,outside,0,0
Cistus salvifolius,Palancar,shrub,inside,0,0
Cistus salvifolius,Palancar,tree,inside,0,0
Cistus salvifolius,Palancar,shrub,outside,1.4999999999999996,1
Cistus salvifolius,Palancar,tree,outside,0,0
Cistus salvifolius,Puertollano,shrub,inside,5.199999999999993,1
Cistus salvifolius,Puertollano,tree,inside,0,0
Cistus salvifolius,Puertollano,shrub,outside,1.8999999999999975,1
Cistus salvifolius,Puertollano,tree,outside,0,0
Cistus salvifolius,Teja1,shrub,inside,10.150000000000004,1
Cistus salvifolius,Teja1,tree,inside,0,0
Cistus salvifolius,Teja1,shrub,outside,5.4,1
Cistus salvifolius,Teja1,tree,outside,0,0
Crataegus monogyna,Aljibe,shrub,inside,0,0
Crataegus monogyna,Aljibe,tree,inside,0,0
Crataegus monogyna,Aljibe,shrub,outside,0,0
Crataegus monogyna,Aljibe,tree,outside,0,0
Crataegus monogyna,Barrancones,shrub,inside,0,0
Crataegus monogyna,Barrancones,tree,inside,0,0
Crataegus monogyna,Barrancones,shrub,outside,0,0
Crataegus monogyna,Barrancones,tree,outside,0,0
Crataegus monogyna,Beatas1,shrub,inside,0,0
Crataegus monogyna,Beatas1,tree,inside,0,0
Crataegus monogyna,Beatas1,shrub,outside,0,0
Crataegus monogyna,Beatas1,tree,outside,0,0
Crataegus monogyna,Caheruelas4,shrub,inside,0,0
Crataegus monogyna,Caheruelas4,tree,inside,0,0
Crataegus monogyna,Caheruelas4,shrub,outside,0,0
Crataegus monogyna,Caheruelas4,tree,outside,0,0
Crataegus monogyna,Caheruelas5,shrub,inside,0,0
Crataegus monogyna,Caheruelas5,tree,inside,0,0
Crataegus monogyna,Caheruelas5,shrub,outside,0,0
Crataegus monogyna,Caheruelas5,tree,outside,0,0
Crataegus monogyna,Cucarretes1,shrub,inside,0,0
Crataegus monogyna,Cucarretes1,tree,inside,0,0
Crataegus monogyna,Cucarretes1,shrub,outside,0.75,1
Crataegus monogyna,Cucarretes1,tree,outside,0,0
Crataegus monogyna,Cucarretes2,shrub,inside,0,0
Crataegus monogyna,Cucarretes2,tree,inside,0,0
Crataegus monogyna,Cucarretes2,shrub,outside,0,0
Crataegus monogyna,Cucarretes2,tree,outside,0,0
Crataegus monogyna,Cuevas_Hospital2,shrub,inside,0,0
Crataegus monogyna,Cuevas_Hospital2,tree,inside,0,0
Crataegus monogyna,Cuevas_Hospital2,shrub,outside,7.099999999999998,1
Crataegus monogyna,Cuevas_Hospital2,tree,outside,0,0
Crataegus monogyna,Faldas_Rubio1,shrub,inside,0,0
Crataegus monogyna,Faldas_Rubio1,tree,inside,0,0
Crataegus monogyna,Faldas_Rubio1,shrub,outside,0,0
Crataegus monogyna,Faldas_Rubio1,tree,outside,0,0
Crataegus monogyna,Faldas_Rubio2,shrub,inside,0,0
Crataegus monogyna,Faldas_Rubio2,tree,inside,0,0
Crataegus monogyna,Faldas_Rubio2,shrub,outside,0,0
Crataegus monogyna,Faldas_Rubio2,tree,outside,0,0
Crataegus monogyna,Garganta_Honda,shrub,inside,0,0
Crataegus monogyna,Garganta_Honda,tree,inside,0,0
Crataegus monogyna,Garganta_Honda,shrub,outside,0,0
Crataegus monogyna,Garganta_Honda,tree,outside,0,0
Crataegus monogyna,Gavilanes,shrub,inside,0,0
Crataegus monogyna,Gavilanes,tree,inside,0,0
Crataegus monogyna,Gavilanes,shrub,outside,0,0
Crataegus monogyna,Gavilanes,tree,outside,0,0
Crataegus monogyna,Hernan_Martin,shrub,inside,4.500000000000005,1
Crataegus monogyna,Hernan_Martin,tree,inside,0,0
Crataegus monogyna,Hernan_Martin,shrub,outside,0,0
Crataegus monogyna,Hernan_Martin,tree,outside,0,0
Crataegus monogyna,Laguna_Picacho,shrub,inside,6.299999999999999,1
Crataegus monogyna,Laguna_Picacho,tree,inside,0,0
Crataegus monogyna,Laguna_Picacho,shrub,outside,0,0
Crataegus monogyna,Laguna_Picacho,tree,outside,0,0
Crataegus monogyna,Las_Naranjas,shrub,inside,0.40000000000000213,1
Crataegus monogyna,Las_Naranjas,tree,inside,0,0
Crataegus monogyna,Las_Naranjas,shrub,outside,0.8000000000000007,1
Crataegus monogyna,Las_Naranjas,tree,outside,0,0
Crataegus monogyna,Laurel,shrub,inside,0,0
Crataegus monogyna,Laurel,tree,inside,0,0
Crataegus monogyna,Laurel,shrub,outside,0,0
Crataegus monogyna,Laurel,tree,outside,0,0
Crataegus monogyna,Mogea_Luenga2,shrub,inside,0,0
Crataegus monogyna,Mogea_Luenga2,tree,inside,0,0
Crataegus monogyna,Mogea_Luenga2,shrub,outside,0,0
Crataegus monogyna,Mogea_Luenga2,tree,outside,0,0
Crataegus monogyna,Palancar,shrub,inside,2.700000000000003,1
Crataegus monogyna,Palancar,tree,inside,0,0
Crataegus monogyna,Palancar,shrub,outside,0,0
Crataegus monogyna,Palancar,tree,outside,0,0
Crataegus monogyna,Puertollano,shrub,inside,0,0
Crataegus monogyna,Puertollano,tree,inside,0,0
Crataegus monogyna,Puertollano,shrub,outside,0,0
Crataegus monogyna,Puertollano,tree,outside,0,0
Crataegus monogyna,Teja1,shrub,inside,0,0
Crataegus monogyna,Teja1,tree,inside,0,0
Crataegus monogyna,Teja1,shrub,outside,0,0
Crataegus monogyna,Teja1,tree,outside,0,0
Cytisus striatus,Aljibe,shrub,inside,0,0
Cytisus striatus,Aljibe,tree,inside,0,0
Cytisus striatus,Aljibe,shrub,outside,0,0
Cytisus striatus,Aljibe,tree,outside,0,0
Cytisus striatus,Barrancones,shrub,inside,0,0
Cytisus striatus,Barrancones,tree,inside,0,0
Cytisus striatus,Barrancones,shrub,outside,0,0
Cytisus striatus,Barrancones,tree,outside,0,0
Cytisus striatus,Beatas1,shrub,inside,0,0
Cytisus striatus,Beatas1,tree,inside,0,0
Cytisus striatus,Beatas1,shrub,outside,0,0
Cytisus striatus,Beatas1,tree,outside,0,0
Cytisus striatus,Caheruelas4,shrub,inside,0,0
Cytisus striatus,Caheruelas4,tree,inside,0,0
Cytisus striatus,Caheruelas4,shrub,outside,0,0
Cytisus striatus,Caheruelas4,tree,outside,0,0
Cytisus striatus,Caheruelas5,shrub,inside,0,0
Cytisus striatus,Caheruelas5,tree,inside,0,0
Cytisus striatus,Caheruelas5,shrub,outside,0,0
