species,site,shrub_tree,in_out,cover,presence
Genista triacanthos,Garganta_Honda,shrub,inside,0.40000000000000036,1
Genista triacanthos,Garganta_Honda,tree,inside,0,0
Genista triacanthos,Garganta_Honda,shrub,outside,0,0
Genista triacanthos,Garganta_Honda,tree,outside,0,0
Genista triacanthos,Gavilanes,shrub,inside,0,0
Genista triacanthos,Gavilanes,tree,inside,0,0
Genista triacanthos,Gavilanes,shrub,outside,0,0
Genista triacanthos,Gavilanes,tree,outside,0,0
Genista triacanthos,Hernan_Martin,shrub,inside,0,0
Genista triacanthos,Hernan_Martin,tree,inside,0,0
Genista triacanthos,Hernan_Martin,shrub,outside,3.049999999999999,1
Genista triacanthos,Hernan_Martin,tree,outside,0,0
Genista triacanthos,Laguna_Picacho,shrub,inside,0,0
Genista triacanthos,Laguna_Picacho,tree,inside,0,0
Genista triacanthos,Laguna_Picacho,shrub,outside,0,0
Genista triacanthos,Laguna_Picacho,tree,outside,0,0
Genista triacanthos,Las_Naranjas,shrub,inside,0,0
Genista triacanthos,Las_Naranjas,tree,inside,0,0
Genista triacanthos,Las_Naranjas,shrub,outside,0,0
Genista triacanthos,Las_Naranjas,tree,outside,0,0
Genista triacanthos,Laurel,shrub,inside,0,0
Genista triacanthos,Laurel,tree,inside,0,0
Genista triacanthos,Laurel,shrub,outside,1.3,1
Genista triacanthos,Laurel,tree,outside,0,0
Genista triacanthos,Mogea_Luenga2,shrub,inside,0.1999999999999993,1
Genista triacanthos,Mogea_Luenga2,tree,inside,0,0
Genista triacanthos,Mogea_Luenga2,shrub,outside,2.0999999999999996,1
Genista triacanthos,Mogea_Luenga2,tree,outside,0,0
Genista triacanthos,Palancar,shrub,inside,0,0
Genista triacanthos,Palancar,tree,inside,0,0
Genista triacanthos,Palancar,shrub,outside,0,0
Genista triacanthos,Palancar,tree,outside,0,0
Genista triacanthos,Puertollano,shrub,inside,0,0
Genista triacanthos,Puertollano,tree,inside,0,0
Genista triacanthos,Puertollano,shrub,outside,1.5999999999999983,1
Genista triacanthos,Puertollano,tree,outside,0,0
Genista triacanthos,Teja1,shrub,inside,0,0
Genista triacanthos,Teja1,tree,inside,0,0
Genista triacanthos,Teja1,shrub,outside,0,0
Genista triacanthos,Teja1,tree,outside,0,0
Genista tridens,Aljibe,shrub,inside,0,0
Genista tridens,Aljibe,tree,inside,0,0
Genista tridens,Aljibe,shrub,outside,0,0
Genista tridens,Aljibe,tree,outside,0,0
Genista tridens,Barrancones,shrub,inside,0,0
Genista tridens,Barrancones,tree,inside,0,0
Genista tridens,Barrancones,shrub,outside,0,0
Genista tridens,Barrancones,tree,outside,0,0
Genista tridens,Beatas1,shrub,inside,0,0
Genista tridens,Beatas1,tree,inside,0,0
Genista tridens,Beatas1,shrub,outside,0,0
Genista tridens,Beatas1,tree,outside,0,0
Genista tridens,Caheruelas4,shrub,inside,0.4,1
Genista tridens,Caheruelas4,tree,inside,0,0
Genista tridens,Caheruelas4,shrub,outside,1.9999999999999993,1
Genista tridens,Caheruelas4,tree,outside,0,0
Genista tridens,Caheruelas5,shrub,inside,0.9499999999999993,1
Genista tridens,Caheruelas5,tree,inside,0,0
Genista tridens,Caheruelas5,shrub,outside,0,0
Genista tridens,Caheruelas5,tree,outside,0,0
Genista tridens,Cucarretes1,shrub,inside,15.800000000000004,1
Genista tridens,Cucarretes1,tree,inside,0,0
Genista tridens,Cucarretes1,shrub,outside,1.3500000000000014,1
Genista tridens,Cucarretes1,tree,outside,0,0
Genista tridens,Cucarretes2,shrub,inside,0,0
Genista tridens,Cucarretes2,tree,inside,0,0
Genista tridens,Cucarretes2,shrub,outside,1.0000000000000004,1
Genista tridens,Cucarretes2,tree,outside,0,0
Genista tridens,Cuevas_Hospital2,shrub,inside,0,0
Genista tridens,Cuevas_Hospital2,tree,inside,0,0
Genista tridens,Cuevas_Hospital2,shrub,outside,0,0
Genista tridens,Cuevas_Hospital2,tree,outside,0,0
Genista tridens,Faldas_Rubio1,shrub,inside,0,0
Genista tridens,Faldas_Rubio1,tree,inside,0,0
Genista tridens,Faldas_Rubio1,shrub,outside,0,0
Genista tridens,Faldas_Rubio1,tree,outside,0,0
Genista tridens,Faldas_Rubio2,shrub,inside,0,0
Genista tridens,Faldas_Rubio2,tree,inside,0,0
Genista tridens,Faldas_Rubio2,shrub,outside,0,0
Genista tridens,Faldas_Rubio2,tree,outside,0,0
Genista tridens,Garganta_Honda,shrub,inside,0.40000000000000213,1
Genista tridens,Garganta_Honda,tree,inside,0,0
Genista tridens,Garganta_Honda,shrub,outside,0.30000000000000004,1
Genista tridens,Garganta_Honda,tree,outside,0,0
Genista tridens,Gavilanes,shrub,inside,0.6000000000000022,1
Genista tridens,Gavilanes,tree,inside,0,0
Genista tridens,Gavilanes,shrub,outside,4.599999999999999,1
Genista tridens,Gavilanes,tree,outside,0,0
Genista tridens,Hernan_Martin,shrub,inside,0,0
Genista tridens,Hernan_Martin,tree,inside,0,0
Genista tridens,Hernan_Martin,shrub,outside,0,0
Genista tridens,Hernan_Martin,tree,outside,0,0
Genista tridens,Laguna_Picacho,shrub,inside,0,0
Genista tridens,Laguna_Picacho,tree,inside,0,0
Genista tridens,Laguna_Picacho,shrub,outside,0,0
Genista tridens,Laguna_Picacho,tree,outside,0,0
Genista tridens,Las_Naranjas,shrub,inside,0.5,1
Genista tridens,Las_Naranjas,tree,inside,0,0
Genista tridens,Las_Naranjas,shrub,outside,0,0
Genista tridens,Las_Naranjas,tree,outside,0,0
Genista tridens,Laurel,shrub,inside,0,0
Genista tridens,Laurel,tree,inside,0,0
Genista tridens,Laurel,shrub,outside,0.29999999999999716,1
Genista tridens,Laurel,tree,outside,0,0
Genista tridens,Mogea_Luenga2,shrub,inside,1.5,1
Genista tridens,Mogea_Luenga2,tree,inside,0,0
Genista tridens,Mogea_Luenga2,shrub,outside,0,0
Genista tridens,Mogea_Luenga2,tree,outside,0,0
Genista tridens,Palancar,shrub,inside,0,0
Genista tridens,Palancar,tree,inside,0,0
Genista tridens,Palancar,shrub,outside,0,0
Genista tridens,Palancar,tree,outside,0,0
Genista tridens,Puertollano,shrub,inside,1.1000000000000005,1
Genista tridens,Puertollano,tree,inside,0,0
Genista tridens,Puertollano,shrub,outside,0.29999999999999893,1
Genista tridens,Puertollano,tree,outside,0,0
Genista tridens,Teja1,shrub,inside,0,0
Genista tridens,Teja1,tree,inside,0,0
Genista tridens,Teja1,shrub,outside,0,0
Genista tridens,Teja1,tree,outside,0,0
Genista tridentata,Aljibe,shrub,inside,0.4500000000000002,1
Genista tridentata,Aljibe,tree,inside,0,0
Genista tridentata,Aljibe,shrub,outside,0,0
Genista tridentata,Aljibe,tree,outside,0,0
Genista tridentata,Barrancones,shrub,inside,0,0
Genista tridentata,Barrancones,tree,inside,0,0
Genista tridentata,Barrancones,shrub,outside,0,0
Genista tridentata,Barrancones,tree,outside,0,0
Genista tridentata,Beatas1,shrub,inside,0,0
Genista tridentata,Beatas1,tree,inside,0,0
Genista tridentata,Beatas1,shrub,outside,0,0
Genista tridentata,Beatas1,tree,outside,0,0
Genista tridentata,Caheruelas4,shrub,inside,0,0
Genista tridentata,Caheruelas4,tree,inside,0,0
Genista tridentata,Caheruelas4,shrub,outside,0,0
Genista tridentata,Caheruelas4,tree,outside,0,0
Genista tridentata,Caheruelas5,shrub,inside,0,0
Genista tridentata,Caheruelas5,tree,inside,0,0
Genista tridentata,Caheruelas5,shrub,outside,0,0
Genista tridentata,Caheruelas5,tree,outside,0,0
Genista tridentata,Cucarretes1,shrub,inside,0.24999999999999822,1
Genista tridentata,Cucarretes1,tree,inside,0,0
Genista tridentata,Cucarretes1,shrub,outside,0,0
Genista tridentata,Cucarretes1,tree,outside,0,0
Genista tridentata,Cucarretes2,shrub,inside,1.9000000000000004,1
Genista tridentata,Cucarretes2,tree,inside,0,0
Genista tridentata,Cucarretes2,shrub,outside,0.7000000000000005,1
Genista tridentata,Cucarretes2,tree,outside,0,0
Genista tridentata,Cuevas_Hospital2,shrub,inside,0,0
Genista tridentata,Cuevas_Hospital2,tree,inside,0,0
Genista tridentata,Cuevas_Hospital2,shrub,outside,0,0
Genista tridentata,Cuevas_Hospital2,tree,outside,0,0
Genista tridentata,Faldas_Rubio1,shrub,inside,0,0
Genista tridentata,Faldas_Rubio1,tree,inside,0,0
Genista tridentata,Faldas_Rubio1,shrub,outside,0,0
Genista tridentata,Faldas_Rubio1,tree,outside,0,0
Genista tridentata,Faldas_Rubio2,shrub,inside,0,0
Genista tridentata,Faldas_Rubio2,tree,inside,0,0
Genista tridentata,Faldas_Rubio2,shrub,outside,0,0
Genista tridentata,Faldas_Rubio2,tree,outside,0,0
Genista tridentata,Garganta_Honda,shrub,inside,0,0
Genista tridentata,Garganta_Honda,tree,inside,0,0
Genista tridentata,Garganta_Honda,shrub,outside,0,0
Genista tridentata,Garganta_Honda,tree,outside,0,0
Genista tridentata,Gavilanes,shrub,inside,0,0
Genista tridentata,Gavilanes,tree,inside,0,0
Genista tridentata,Gavilanes,shrub,outside,0,0
Genista tridentata,Gavilanes,tree,outside,0,0
Genista tridentata,Hernan_Martin,shrub,inside,0,0
Genista tridentata,Hernan_Martin,tree,inside,0,0
Genista tridentata,Hernan_Martin,shrub,outside,0,0
Genista tridentata,Hernan_Martin,tree,outside,0,0
Genista tridentata,Laguna_Picacho,shrub,inside,0,0
Genista tridentata,Laguna_Picacho,tree,inside,0,0
Genista tridentata,Laguna_Picacho,shrub,outside,0,0
Genista tridentata,Laguna_Picacho,tree,outside,0,0
Genista tridentata,Las_Naranjas,shrub,inside,0,0
Genista tridentata,Las_Naranjas,tree,inside,0,0
Genista tridentata,Las_Naranjas,shrub,outside,0,0
Genista tridentata,Las_Naranjas,tree,outside,0,0
Genista tridentata,Laurel,shrub,inside,0,0
Genista tridentata,Laurel,tree,inside,0,0
Genista tridentata,Laurel,shrub,outside,0,0
Genista tridentata,Laurel,tree,outside,0,0
Genista tridentata,Mogea_Luenga2,shrub,inside,3.8000000000000003,1
Genista tridentata,Mogea_Luenga2,tree,inside,0,0
Genista tridentata,Mogea_Luenga2,shrub,outside,0.1999999999999993,1
Genista tridentata,Mogea_Luenga2,tree,outside,0,0
Genista tridentata,Palancar,shrub,inside,0,0
Genista tridentata,Palancar,tree,inside,0,0
Genista tridentata,Palancar,shrub,outside,0,0
Genista tridentata,Palancar,tree,outside,0,0
Genista tridentata,Puertollano,shrub,inside,0,0
Genista tridentata,Puertollano,tree,inside,0,0
Genista tridentata,Puertollano,shrub,outside,0,0
Genista tridentata,Puertollano,tree,outside,0,0
Genista tridentata,Teja1,shrub,inside,0,0
Genista tridentata,Teja1,tree,inside,0,0
Genista tridentata,Teja1,shrub,outside,0,0
Genista tridentata,Teja1,tree,outside,0,0
Halimium halimifolium,Aljibe,shrub,inside,0,0
Halimium halimifolium,Aljibe,tree,inside,0,0
Halimium halimifolium,Aljibe,shrub,outside,0,0
Halimium halimifolium,Aljibe,tree,outside,0,0
Halimium halimifolium,Barrancones,shrub,inside,0,0
Halimium halimifolium,Barrancones,tree,inside,0,0
Halimium halimifolium,Barrancones,shrub,outside,0,0
Halimium halimifolium,Barrancones,tree,outside,0,0
Halimium halimifolium,Beatas1,shrub,inside,0,0
Halimium halimifolium,Beatas1,tree,inside,0,0
Halimium halimifolium,Beatas1,shrub,outside,0,0
Halimium halimifolium,Beatas1,tree,outside,0,0
Halimium halimifolium,Caheruelas4,shrub,inside,0,0
Halimium halimifolium,Caheruelas4,tree,inside,0,0
Halimium halimifolium,Caheruelas4,shrub,outside,0,0
Halimium halimifolium,Caheruelas4,tree,outside,0,0
Halimium halimifolium,Caheruelas5,shrub,inside,0,0
Halimium halimifolium,Caheruelas5,tree,inside,0,0
Halimium halimifolium,Caheruelas5,shrub,outside,0,0
Halimium halimifolium,Caheruelas5,tree,outside,0,0
Halimium halimifolium,Cucarretes1,shrub,inside,0,0
Halimium halimifolium,Cucarretes1,tree,inside,0,0
Halimium halimifolium,Cucarretes1,shrub,outside,0,0
Halimium halimifolium,Cucarretes1,tree,outside,0,0
Halimium halimifolium,Cucarretes2,shrub,inside,0,0
Halimium halimifolium,Cucarretes2,tree,inside,0,0
Halimium halimifolium,Cucarretes2,shrub,outside,0,0
Halimium halimifolium,Cucarretes2,tree,outside,0,0
Halimium halimifolium,Cuevas_Hospital2,shrub,inside,0,0
Halimium halimifolium,Cuevas_Hospital2,tree,inside,0,0
Halimium halimifolium,Cuevas_Hospital2,shrub,outside,0,0
Halimium halimifolium,Cuevas_Hospital2,tree,outside,0,0
Halimium halimifolium,Faldas_Rubio1,shrub,inside,0,0
Halimium halimifolium,Faldas_Rubio1,tree,inside,0,0
Halimium halimifolium,Faldas_Rubio1,shrub,outside,0,0
Halimium halimifolium,Faldas_Rubio1,tree,outside,0,0
Halimium halimifolium,Faldas_Rubio2,shrub,inside,0,0
Halimium halimifolium,Faldas_Rubio2,tree,inside,0,0
Halimium halimifolium,Faldas_Rubio2,shrub,outside,0,0
Halimium halimifolium,Faldas_Rubio2,tree,outside,0,0
Halimium halimifolium,Garganta_Honda,shrub,inside,0,0
Halimium halimifolium,Garganta_Honda,tree,inside,0,0
Halimium halimifolium,Garganta_Honda,shrub,outside,0.10000000000000009,1
Halimium halimifolium,Garganta_Honda,tree,outside,0,0
Halimium halimifolium,Gavilanes,shrub,inside,0,0
Halimium halimifolium,Gavilanes,tree,inside,0,0
Halimium halimifolium,Gavilanes,shrub,outside,0,0
Halimium halimifolium,Gavilanes,tree,outside,0,0
Halimium halimifolium,Hernan_Martin,shrub,inside,0,0
Halimium halimifolium,Hernan_Martin,tree,inside,0,0
Halimium halimifolium,Hernan_Martin,shrub,outside,0,0
Halimium halimifolium,Hernan_Martin,tree,outside,0,0
Halimium halimifolium,Laguna_Picacho,shrub,inside,0.5,1
Halimium halimifolium,Laguna_Picacho,tree,inside,0,0
Halimium halimifolium,Laguna_Picacho,shrub,outside,0,0
Halimium halimifolium,Laguna_Picacho,tree,outside,0,0
Halimium halimifolium,Las_Naranjas,shrub,inside,0,0
Halimium halimifolium,Las_Naranjas,tree,inside,0,0
Halimium halimifolium,Las_Naranjas,shrub,outside,0,0
Halimium halimifolium,Las_Naranjas,tree,outside,0,0
Halimium halimifolium,Laurel,shrub,inside,0,0
Halimium halimifolium,Laurel,tree,inside,0,0
Halimium halimifolium,Laurel,shrub,outside,0,0
Halimium halimifolium,Laurel,tree,outside,0,0
Halimium halimifolium,Mogea_Luenga2,shrub,inside,0,0
Halimium halimifolium,Mogea_Luenga2,tree,inside,0,0
Halimium halimifolium,Mogea_Luenga2,shrub,outside,0,0
Halimium halimifolium,Mogea_Luenga2,tree,outside,0,0
Halimium halimifolium,Palancar,shrub,inside,0,0
Halimium halimifolium,Palancar,tree,inside,0,0
Halimium halimifolium,Palancar,shrub,outside,0,0
Halimium halimifolium,Palancar,tree,outside,0,0
Halimium halimifolium,Puertollano,shrub,inside,0,0
Halimium halimifolium,Puertollano,tree,inside,0,0
Halimium halimifolium,Puertollano,shrub,outside,0,0
Halimium halimifolium,Puertollano,tree,outside,0,0
Halimium halimifolium,Teja1,shrub,inside,0,0
Halimium halimifolium,Teja1,tree,inside,0,0
Halimium halimifolium,Teja1,shrub,outside,0,0
Halimium halimifolium,Teja1,tree,outside,0,0
Ilex aquifolium,Aljibe,shrub,inside,1.0999999999999996,1
Ilex aquifolium,Aljibe,tree,inside,10.949999999999998,1
Ilex aquifolium,Aljibe,shrub,outside,0,0
Ilex aquifolium,Aljibe,tree,outside,0,0
Ilex aquifolium,Barrancones,shrub,inside,0,0
Ilex aquifolium,Barrancones,tree,inside,0,0
Ilex aquifolium,Barrancones,shrub,outside,0,0
Ilex aquifolium,Barrancones,tree,outside,0,0
Ilex aquifolium,Beatas1,shrub,inside,0,0
Ilex aquifolium,Beatas1,tree,inside,0,0
Ilex aquifolium,Beatas1,shrub,outside,0,0
Ilex aquifolium,Beatas1,tree,outside,0,0
Ilex aquifolium,Caheruelas4,shrub,inside,0,0
Ilex aquifolium,Caheruelas4,tree,inside,0,0
Ilex aquifolium,Caheruelas4,shrub,outside,0,0
Ilex aquifolium,Caheruelas4,tree,outside,0,0
Ilex aquifolium,Caheruelas5,shrub,inside,0,0
Ilex aquifolium,Caheruelas5,tree,inside,0,0
Ilex aquifolium,Caheruelas5,shrub,outside,0,0
Ilex aquifolium,Caheruelas5,tree,outside,0,0
Ilex aquifolium,Cucarretes1,shrub,inside,0,0
Ilex aquifolium,Cucarretes1,tree,inside,0,0
Ilex aquifolium,Cucarretes1,shrub,outside,0,0
Ilex aquifolium,Cucarretes1,tree,outside,0,0
Ilex aquifolium,Cucarretes2,shrub,inside,0,0
Ilex aquifolium,Cucarretes2,tree,inside,0,0
Ilex aquifolium,Cucarretes2,shrub,outside,0,0
Ilex aquifolium,Cucarretes2,tree,outside,0,0
Ilex aquifolium,Cuevas_Hospital2,shrub,inside,0,0
Ilex aquifolium,Cuevas_Hospital2,tree,inside,0,0
Ilex aquifolium,Cuevas_Hospital2,shrub,outside,0,0
Ilex aquifolium,Cuevas_Hospital2,tree,outside,0,0
Ilex aquifolium,Faldas_Rubio1,shrub,inside,1.5499999999999998,1
Ilex aquifolium,Faldas_Rubio1,tree,inside,0.8999999999999999,1
Ilex aquifolium,Faldas_Rubio1,shrub,outside,0,0
Ilex aquifolium,Faldas_Rubio1,tree,outside,0,0
Ilex aquifolium,Faldas_Rubio2,shrub,inside,0,0
Ilex aquifolium,Faldas_Rubio2,tree,inside,0,0
Ilex aquifolium,Faldas_Rubio2,shrub,outside,0,0
Ilex aquifolium,Faldas_Rubio2,tree,outside,0,0
Ilex aquifolium,Garganta_Honda,shrub,inside,0,0
Ilex aquifolium,Garganta_Honda,tree,inside,0,0
Ilex aquifolium,Garganta_Honda,shrub,outside,0,0
Ilex aquifolium,Garganta_Honda,tree,outside,0,0
Ilex aquifolium,Gavilanes,shrub,inside,0,0
Ilex aquifolium,Gavilanes,tree,inside,0,0
Ilex aquifolium,Gavilanes,shrub,outside,0,0
Ilex aquifolium,Gavilanes,tree,outside,0,0
Ilex aquifolium,Hernan_Martin,shrub,inside,0,0
Ilex aquifolium,Hernan_Martin,tree,inside,0,0
Ilex aquifolium,Hernan_Martin,shrub,outside,0,0
Ilex aquifolium,Hernan_Martin,tree,outside,0,0
Ilex aquifolium,Laguna_Picacho,shrub,inside,0,0
Ilex aquifolium,Laguna_Picacho,tree,inside,0,0
Ilex aquifolium,Laguna_Picacho,shrub,outside,0,0
Ilex aquifolium,Laguna_Picacho,tree,outside,0,0
Ilex aquifolium,Las_Naranjas,shrub,inside,0,0
Ilex aquifolium,Las_Naranjas,tree,inside,0,0
Ilex aquifolium,Las_Naranjas,shrub,outside,0,0
Ilex aquifolium,Las_Naranjas,tree,outside,0,0
Ilex aquifolium,Laurel,shrub,inside,0,0
Ilex aquifolium,Laurel,tree,inside,0,0
Ilex aquifolium,Laurel,shrub,outside,0,0
Ilex aquifolium,Laurel,tree,outside,0,0
Ilex aquifolium,Mogea_Luenga2,shrub,inside,0,0
Ilex aquifolium,Mogea_Luenga2,tree,inside,0,0
Ilex aquifolium,Mogea_Luenga2,shrub,outside,0,0
Ilex aquifolium,Mogea_Luenga2,tree,outside,0,0
Ilex aquifolium,Palancar,shrub,inside,0,0
Ilex aquifolium,Palancar,tree,inside,0,0
Ilex aquifolium,Palancar,shrub,outside,0,0
Ilex aquifolium,Palancar,tree,outside,0,0
Ilex aquifolium,Puertollano,shrub,inside,0,0
Ilex aquifolium,Puertollano,tree,inside,0,0
Ilex aquifolium,Puertollano,shrub,outside,0,0
Ilex aquifolium,Puertollano,tree,outside,0,0
Ilex aquifolium,Teja1,shrub,inside,0,0
Ilex aquifolium,Teja1,tree,inside,0,0
Ilex aquifolium,Teja1,shrub,outside,0,0
Ilex aquifolium,Teja1,tree,outside,0,0
Lavandula stoechas,Aljibe,shrub,inside,0,0
Lavandula stoechas,Aljibe,tree,inside,0,0
Lavandula stoechas,Aljibe,shrub,outside,0,0
Lavandula stoechas,Aljibe,tree,outside,0,0
Lavandula stoechas,Barrancones,shrub,inside,0,0
Lavandula stoechas,Barrancones,tree,inside,0,0
Lavandula stoechas,Barrancones,shrub,outside,0.2999999999999998,1
Lavandula stoechas,Barrancones,tree,outside,0,0
Lavandula stoechas,Beatas1,shrub,inside,2.4000000000000004,1
Lavandula stoechas,Beatas1,tree,inside,0,0
Lavandula stoechas,Beatas1,shrub,outside,0.10000000000000142,1
Lavandula stoechas,Beatas1,tree,outside,0,0
Lavandula stoechas,Caheruelas4,shrub,inside,9.45,1
Lavandula stoechas,Caheruelas4,tree,inside,0,0
Lavandula stoechas,Caheruelas4,shrub,outside,0.29999999999999893,1
Lavandula stoechas,Caheruelas4,tree,outside,0,0
Lavandula stoechas,Caheruelas5,shrub,inside,6.7499999999999964,1
Lavandula stoechas,Caheruelas5,tree,inside,0,0
Lavandula stoechas,Caheruelas5,shrub,outside,0,0
Lavandula stoechas,Caheruelas5,tree,outside,0,0
Lavandula stoechas,Cucarretes1,shrub,inside,0,0
Lavandula stoechas,Cucarretes1,tree,inside,0,0
Lavandula stoechas,Cucarretes1,shrub,outside,0,0
Lavandula stoechas,Cucarretes1,tree,outside,0,0
Lavandula stoechas,Cucarretes2,shrub,inside,0,0
Lavandula stoechas,Cucarretes2,tree,inside,0,0
Lavandula stoechas,Cucarretes2,shrub,outside,1.8000000000000025,1
Lavandula stoechas,Cucarretes2,tree,outside,0,0
Lavandula stoechas,Cuevas_Hospital2,shrub,inside,0,0
Lavandula stoechas,Cuevas_Hospital2,tree,inside,0,0
Lavandula stoechas,Cuevas_Hospital2,shrub,outside,0,0
Lavandula stoechas,Cuevas_Hospital2,tree,outside,0,0
Lavandula stoechas,Faldas_Rubio1,shrub,inside,0.10000000000000142,1
Lavandula stoechas,Faldas_Rubio1,tree,inside,0,0
Lavandula stoechas,Faldas_Rubio1,shrub,outside,0.40000000000000036,1
Lavandula stoechas,Faldas_Rubio1,tree,outside,0,0
Lavandula stoechas,Faldas_Rubio2,shrub,inside,0,0
Lavandula stoechas,Faldas_Rubio2,tree,inside,0,0
Lavandula stoechas,Faldas_Rubio2,shrub,outside,0,0
Lavandula stoechas,Faldas_Rubio2,tree,outside,0,0
Lavandula stoechas,Garganta_Honda,shrub,inside,4.199999999999994,1
Lavandula stoechas,Garganta_Honda,tree,inside,0,0
Lavandula stoechas,Garganta_Honda,shrub,outside,3.7000000000000046,1
Lavandula stoechas,Garganta_Honda,tree,outside,0,0
Lavandula stoechas,Gavilanes,shrub,inside,0,0
Lavandula stoechas,Gavilanes,tree,inside,0,0
Lavandula stoechas,Gavilanes,shrub,outside,0.3000000000000007,1
Lavandula stoechas,Gavilanes,tree,outside,0,0
Lavandula stoechas,Hernan_Martin,shrub,inside,0,0
Lavandula stoechas,Hernan_Martin,tree,inside,0,0
Lavandula stoechas,Hernan_Martin,shrub,outside,2.499999999999993,1
Lavandula stoechas,Hernan_Martin,tree,outside,0,0
Lavandula stoechas,Laguna_Picacho,shrub,inside,0,0
Lavandula stoechas,Laguna_Picacho,tree,inside,0,0
Lavandula stoechas,Laguna_Picacho,shrub,outside,0.899999999999999,1
Lavandula stoechas,Laguna_Picacho,tree,outside,0,0
Lavandula stoechas,Las_Naranjas,shrub,inside,0,0
Lavandula stoechas,Las_Naranjas,tree,inside,0,0
Lavandula stoechas,Las_Naranjas,shrub,outside,0.2999999999999998,1
Lavandula stoechas,Las_Naranjas,tree,outside,0,0
Lavandula stoechas,Laurel,shrub,inside,1.3500000000000023,1
Lavandula stoechas,Laurel,tree,inside,0,0
Lavandula stoechas,Laurel,shrub,outside,4.700000000000008,1
Lavandula stoechas,Laurel,tree,outside,0,0
Lavandula stoechas,Mogea_Luenga2,shrub,inside,4.9,1
Lavandula stoechas,Mogea_Luenga2,tree,inside,0,0
Lavandula stoechas,Mogea_Luenga2,shrub,outside,0.3999999999999986,1
Lavandula stoechas,Mogea_Luenga2,tree,outside,0,0
Lavandula stoechas,Palancar,shrub,inside,0,0
Lavandula stoechas,Palancar,tree,inside,0,0
Lavandula stoechas,Palancar,shrub,outside,0,0
Lavandula stoechas,Palancar,tree,outside,0,0
Lavandula stoechas,Puertollano,shrub,inside,0,0
Lavandula stoechas,Puertollano,tree,inside,0,0
Lavandula stoechas,Puertollano,shrub,outside,0.19999999999999996,1
Lavandula stoechas,Puertollano,tree,outside,0,0
Lavandula stoechas,Teja1,shrub,inside,0.3000000000000007,1
Lavandula stoechas,Teja1,tree,inside,0,0
Lavandula stoechas,Teja1,shrub,outside,0,0
Lavandula stoechas,Teja1,tree,outside,0,0
Lithodora prostrata,Aljibe,shrub,inside,0,0
Lithodora prostrata,Aljibe,tree,inside,0,0
Lithodora prostrata,Aljibe,shrub,outside,0,0
Lithodora prostrata,Aljibe,tree,outside,0,0
Lithodora prostrata,Barrancones,shrub,inside,0,0
Lithodora prostrata,Barrancones,tree,inside,0,0
Lithodora prostrata,Barrancones,shrub,outside,0,0
Lithodora prostrata,Barrancones,tree,outside,0,0
Lithodora prostrata,Beatas1,shrub,inside,0,0
Lithodora prostrata,Beatas1,tree,inside,0,0
Lithodora prostrata,Beatas1,shrub,outside,0,0
Lithodora prostrata,Beatas1,tree,outside,0,0
Lithodora prostrata,Caheruelas4,shrub,inside,0.20000000000000107,1
Lithodora prostrata,Caheruelas4,tree,inside,0,0
Lithodora prostrata,Caheruelas4,shrub,outside,0,0
Lithodora prostrata,Caheruelas4,tree,outside,0,0
Lithodora prostrata,Caheruelas5,shrub,inside,0,0
Lithodora prostrata,Caheruelas5,tree,inside,0,0
Lithodora prostrata,Caheruelas5,shrub,outside,0,0
Lithodora prostrata,Caheruelas5,tree,outside,0,0
Lithodora prostrata,Cucarretes1,shrub,inside,0.1999999999999993,1
Lithodora prostrata,Cucarretes1,tree,inside,0,0
Lithodora prostrata,Cucarretes1,shrub,outside,0,0
Lithodora prostrata,Cucarretes1,tree,outside,0,0
Lithodora prostrata,Cucarretes2,shrub,inside,0,0
Lithodora prostrata,Cucarretes2,tree,inside,0,0
Lithodora prostrata,Cucarretes2,shrub,outside,0,0
Lithodora prostrata,Cucarretes2,tree,outside,0,0
Lithodora prostrata,Cuevas_Hospital2,shrub,inside,0,0
Lithodora prostrata,Cuevas_Hospital2,tree,inside,0,0
Lithodora prostrata,Cuevas_Hospital2,shrub,outside,0,0
Lithodora prostrata,Cuevas_Hospital2,tree,outside,0,0
Lithodora prostrata,Faldas_Rubio1,shrub,inside,0,0
Lithodora prostrata,Faldas_Rubio1,tree,inside,0,0
Lithodora prostrata,Faldas_Rubio1,shrub,outside,0,0
Lithodora prostrata,Faldas_Rubio1,tree,outside,0,0
Lithodora prostrata,Faldas_Rubio2,shrub,inside,0,0
Lithodora prostrata,Faldas_Rubio2,tree,inside,0,0
Lithodora prostrata,Faldas_Rubio2,shrub,outside,0,0
Lithodora prostrata,Faldas_Rubio2,tree,outside,0,0
Lithodora prostrata,Garganta_Honda,shrub,inside,0,0
Lithodora prostrata,Garganta_Honda,tree,inside,0,0
Lithodora prostrata,Garganta_Honda,shrub,outside,0,0
Lithodora prostrata,Garganta_Honda,tree,outside,0,0
Lithodora prostrata,Gavilanes,shrub,inside,0,0
Lithodora prostrata,Gavilanes,tree,inside,0,0
Lithodora prostrata,Gavilanes,shrub,outside,0,0
Lithodora prostrata,Gavilanes,tree,outside,0,0
Lithodora prostrata,Hernan_Martin,shrub,inside,0,0
Lithodora prostrata,Hernan_Martin,tree,inside,0,0
Lithodora prostrata,Hernan_Martin,shrub,outside,0,0
Lithodora prostrata,Hernan_Martin,tree,outside,0,0
Lithodora prostrata,Laguna_Picacho,shrub,inside,0,0
